defined_class	anatomical_entity
http://purl.obolibrary.org/obo/XPO_0131755	http://purl.obolibrary.org/obo/XAO_0003040
http://purl.obolibrary.org/obo/XPO_0131756	http://purl.obolibrary.org/obo/XAO_0000281
http://purl.obolibrary.org/obo/XPO_0131757	http://purl.obolibrary.org/obo/XAO_0005002
http://purl.obolibrary.org/obo/XPO_0131758	http://purl.obolibrary.org/obo/XAO_0000092
http://purl.obolibrary.org/obo/XPO_0131759	http://purl.obolibrary.org/obo/XAO_0003012
http://purl.obolibrary.org/obo/XPO_0131760	http://purl.obolibrary.org/obo/XAO_0003000
http://purl.obolibrary.org/obo/XPO_0131761	http://purl.obolibrary.org/obo/XAO_0003037
http://purl.obolibrary.org/obo/XPO_0131762	http://purl.obolibrary.org/obo/XAO_0004190
http://purl.obolibrary.org/obo/XPO_0131763	http://purl.obolibrary.org/obo/XAO_0000064
http://purl.obolibrary.org/obo/XPO_0131764	http://purl.obolibrary.org/obo/XAO_0004388
http://purl.obolibrary.org/obo/XPO_0131765	http://purl.obolibrary.org/obo/XAO_0003186
http://purl.obolibrary.org/obo/XPO_0131766	http://purl.obolibrary.org/obo/XAO_0000018
http://purl.obolibrary.org/obo/XPO_0131767	http://purl.obolibrary.org/obo/XAO_0000129
http://purl.obolibrary.org/obo/XPO_0131768	http://purl.obolibrary.org/obo/XAO_0003165
http://purl.obolibrary.org/obo/XPO_0131769	http://purl.obolibrary.org/obo/XAO_0003034
http://purl.obolibrary.org/obo/XPO_0131770	http://purl.obolibrary.org/obo/XAO_0003169
http://purl.obolibrary.org/obo/XPO_0131771	http://purl.obolibrary.org/obo/XAO_0003075
http://purl.obolibrary.org/obo/XPO_0131772	http://purl.obolibrary.org/obo/XAO_0004092
http://purl.obolibrary.org/obo/XPO_0131773	http://purl.obolibrary.org/obo/XAO_0004423
http://purl.obolibrary.org/obo/XPO_0131774	http://purl.obolibrary.org/obo/XAO_0003160
http://purl.obolibrary.org/obo/XPO_0131775	http://purl.obolibrary.org/obo/XAO_0000190
