defined_class	anatomical_entity
http://purl.obolibrary.org/obo/XPO_0103631	http://purl.obolibrary.org/obo/XAO_0004501
http://purl.obolibrary.org/obo/XPO_0103633	http://purl.obolibrary.org/obo/XAO_0000031
http://purl.obolibrary.org/obo/XPO_0103636	http://purl.obolibrary.org/obo/XAO_0004510
http://purl.obolibrary.org/obo/XPO_0103637	http://purl.obolibrary.org/obo/XAO_0001014
http://purl.obolibrary.org/obo/XPO_0103638	http://purl.obolibrary.org/obo/XAO_0004225
http://purl.obolibrary.org/obo/XPO_0130964	http://purl.obolibrary.org/obo/XAO_0003012
http://purl.obolibrary.org/obo/XPO_0130965	http://purl.obolibrary.org/obo/XAO_0005267
http://purl.obolibrary.org/obo/XPO_0130966	http://purl.obolibrary.org/obo/XAO_0005266
http://purl.obolibrary.org/obo/XPO_0130967	http://purl.obolibrary.org/obo/XAO_0003242
http://purl.obolibrary.org/obo/XPO_0130968	http://purl.obolibrary.org/obo/XAO_0003241
http://purl.obolibrary.org/obo/XPO_0130969	http://purl.obolibrary.org/obo/XAO_0003205
http://purl.obolibrary.org/obo/XPO_0130970	http://purl.obolibrary.org/obo/XAO_0003023
http://purl.obolibrary.org/obo/XPO_0130971	http://purl.obolibrary.org/obo/XAO_0004522
http://purl.obolibrary.org/obo/XPO_0130972	http://purl.obolibrary.org/obo/XAO_0003055
http://purl.obolibrary.org/obo/XPO_0130973	http://purl.obolibrary.org/obo/XAO_0003054
http://purl.obolibrary.org/obo/XPO_0130974	http://purl.obolibrary.org/obo/XAO_0005165
http://purl.obolibrary.org/obo/XPO_0130975	http://purl.obolibrary.org/obo/XAO_0005135
http://purl.obolibrary.org/obo/XPO_0130976	http://purl.obolibrary.org/obo/XAO_0005034
http://purl.obolibrary.org/obo/XPO_0130977	http://purl.obolibrary.org/obo/XAO_0004392
http://purl.obolibrary.org/obo/XPO_0130978	http://purl.obolibrary.org/obo/XAO_0003249
http://purl.obolibrary.org/obo/XPO_0130979	http://purl.obolibrary.org/obo/XAO_0003254
http://purl.obolibrary.org/obo/XPO_0130980	http://purl.obolibrary.org/obo/XAO_0003247
http://purl.obolibrary.org/obo/XPO_0130981	http://purl.obolibrary.org/obo/XAO_0004270
http://purl.obolibrary.org/obo/XPO_0130982	http://purl.obolibrary.org/obo/XAO_0005164
http://purl.obolibrary.org/obo/XPO_0130983	http://purl.obolibrary.org/obo/XAO_0003014
http://purl.obolibrary.org/obo/XPO_0130984	http://purl.obolibrary.org/obo/XAO_0004484
http://purl.obolibrary.org/obo/XPO_0130985	http://purl.obolibrary.org/obo/XAO_0000268
http://purl.obolibrary.org/obo/XPO_0130986	http://purl.obolibrary.org/obo/XAO_0000111
http://purl.obolibrary.org/obo/XPO_0130987	http://purl.obolibrary.org/obo/XAO_0005060
http://purl.obolibrary.org/obo/XPO_0130988	http://purl.obolibrary.org/obo/XAO_0003264
http://purl.obolibrary.org/obo/XPO_0130989	http://purl.obolibrary.org/obo/XAO_0005017
http://purl.obolibrary.org/obo/XPO_0130990	http://purl.obolibrary.org/obo/XAO_0005090
http://purl.obolibrary.org/obo/XPO_0130991	http://purl.obolibrary.org/obo/XAO_0005112
http://purl.obolibrary.org/obo/XPO_0130992	http://purl.obolibrary.org/obo/XAO_0003016
http://purl.obolibrary.org/obo/XPO_0130993	http://purl.obolibrary.org/obo/XAO_0004133
http://purl.obolibrary.org/obo/XPO_0130994	http://purl.obolibrary.org/obo/XAO_0004138
http://purl.obolibrary.org/obo/XPO_0130995	http://purl.obolibrary.org/obo/XAO_0003156
http://purl.obolibrary.org/obo/XPO_0130996	http://purl.obolibrary.org/obo/XAO_0003155
http://purl.obolibrary.org/obo/XPO_0130997	http://purl.obolibrary.org/obo/XAO_0000256
http://purl.obolibrary.org/obo/XPO_0130998	http://purl.obolibrary.org/obo/XAO_0005086
http://purl.obolibrary.org/obo/XPO_0130999	http://purl.obolibrary.org/obo/XAO_0003258
http://purl.obolibrary.org/obo/XPO_0131000	http://purl.obolibrary.org/obo/XAO_0005031
http://purl.obolibrary.org/obo/XPO_0131001	http://purl.obolibrary.org/obo/XAO_0004308
http://purl.obolibrary.org/obo/XPO_0131002	http://purl.obolibrary.org/obo/XAO_0003020
http://purl.obolibrary.org/obo/XPO_0131003	http://purl.obolibrary.org/obo/XAO_0004118
http://purl.obolibrary.org/obo/XPO_0131004	http://purl.obolibrary.org/obo/XAO_0005062
http://purl.obolibrary.org/obo/XPO_0131005	http://purl.obolibrary.org/obo/XAO_0003159
http://purl.obolibrary.org/obo/XPO_0131006	http://purl.obolibrary.org/obo/XAO_0003239
http://purl.obolibrary.org/obo/XPO_0131007	http://purl.obolibrary.org/obo/XAO_0003151
http://purl.obolibrary.org/obo/XPO_0131008	http://purl.obolibrary.org/obo/XAO_0005043
http://purl.obolibrary.org/obo/XPO_0131009	http://purl.obolibrary.org/obo/XAO_0005181
http://purl.obolibrary.org/obo/XPO_0131010	http://purl.obolibrary.org/obo/XAO_0004267
http://purl.obolibrary.org/obo/XPO_0131011	http://purl.obolibrary.org/obo/XAO_0003048
http://purl.obolibrary.org/obo/XPO_0131012	http://purl.obolibrary.org/obo/XAO_0003150
http://purl.obolibrary.org/obo/XPO_0131013	http://purl.obolibrary.org/obo/XAO_0003157
http://purl.obolibrary.org/obo/XPO_0131014	http://purl.obolibrary.org/obo/XAO_0005032
http://purl.obolibrary.org/obo/XPO_0131015	http://purl.obolibrary.org/obo/XAO_0005232
http://purl.obolibrary.org/obo/XPO_0131016	http://purl.obolibrary.org/obo/XAO_0004085
http://purl.obolibrary.org/obo/XPO_0131017	http://purl.obolibrary.org/obo/XAO_0004097
http://purl.obolibrary.org/obo/XPO_0131018	http://purl.obolibrary.org/obo/XAO_0005113
http://purl.obolibrary.org/obo/XPO_0131019	http://purl.obolibrary.org/obo/XAO_0000200
http://purl.obolibrary.org/obo/XPO_0131020	http://purl.obolibrary.org/obo/XAO_0005089
http://purl.obolibrary.org/obo/XPO_0131021	http://purl.obolibrary.org/obo/XAO_0004309
http://purl.obolibrary.org/obo/XPO_0131022	http://purl.obolibrary.org/obo/XAO_0000279
http://purl.obolibrary.org/obo/XPO_0131023	http://purl.obolibrary.org/obo/XAO_0005107
http://purl.obolibrary.org/obo/XPO_0131024	http://purl.obolibrary.org/obo/XAO_0005115
http://purl.obolibrary.org/obo/XPO_0131025	http://purl.obolibrary.org/obo/XAO_0004272
http://purl.obolibrary.org/obo/XPO_0131026	http://purl.obolibrary.org/obo/XAO_0005109
http://purl.obolibrary.org/obo/XPO_0131027	http://purl.obolibrary.org/obo/XAO_0005114
