defined_class	anatomical_entity
http://purl.obolibrary.org/obo/XPO_0103842	http://purl.obolibrary.org/obo/XAO_0000033
http://purl.obolibrary.org/obo/XPO_0103843	http://purl.obolibrary.org/obo/XAO_0003024
http://purl.obolibrary.org/obo/XPO_0103844	http://purl.obolibrary.org/obo/XAO_0003204
http://purl.obolibrary.org/obo/XPO_0103845	http://purl.obolibrary.org/obo/XAO_0003026
http://purl.obolibrary.org/obo/XPO_0103846	http://purl.obolibrary.org/obo/XAO_0000195
http://purl.obolibrary.org/obo/XPO_0126316	http://purl.obolibrary.org/obo/XAO_1000083
http://purl.obolibrary.org/obo/XPO_0126317	http://purl.obolibrary.org/obo/XAO_1000082
http://purl.obolibrary.org/obo/XPO_0126318	http://purl.obolibrary.org/obo/XAO_0003012
http://purl.obolibrary.org/obo/XPO_0126319	http://purl.obolibrary.org/obo/XAO_1000017
http://purl.obolibrary.org/obo/XPO_0126320	http://purl.obolibrary.org/obo/XAO_0000437
http://purl.obolibrary.org/obo/XPO_0126321	http://purl.obolibrary.org/obo/XAO_0003000
http://purl.obolibrary.org/obo/XPO_0126322	http://purl.obolibrary.org/obo/XAO_0004530
http://purl.obolibrary.org/obo/XPO_0126323	http://purl.obolibrary.org/obo/XAO_0003037
http://purl.obolibrary.org/obo/XPO_0126324	http://purl.obolibrary.org/obo/XAO_0005002
http://purl.obolibrary.org/obo/XPO_0126325	http://purl.obolibrary.org/obo/XAO_1000053
http://purl.obolibrary.org/obo/XPO_0126326	http://purl.obolibrary.org/obo/XAO_0004190
http://purl.obolibrary.org/obo/XPO_0126327	http://purl.obolibrary.org/obo/XAO_0000064
http://purl.obolibrary.org/obo/XPO_0126328	http://purl.obolibrary.org/obo/XAO_1000059
http://purl.obolibrary.org/obo/XPO_0126329	http://purl.obolibrary.org/obo/XAO_1000094
http://purl.obolibrary.org/obo/XPO_0126330	http://purl.obolibrary.org/obo/XAO_0003040
http://purl.obolibrary.org/obo/XPO_0126331	http://purl.obolibrary.org/obo/XAO_1000020
http://purl.obolibrary.org/obo/XPO_0126332	http://purl.obolibrary.org/obo/XAO_1000015
http://purl.obolibrary.org/obo/XPO_0126333	http://purl.obolibrary.org/obo/XAO_0004300
http://purl.obolibrary.org/obo/XPO_0126334	http://purl.obolibrary.org/obo/XAO_0004265
http://purl.obolibrary.org/obo/XPO_0126335	http://purl.obolibrary.org/obo/XAO_1000032
http://purl.obolibrary.org/obo/XPO_0126336	http://purl.obolibrary.org/obo/XAO_0004283
http://purl.obolibrary.org/obo/XPO_0126337	http://purl.obolibrary.org/obo/XAO_0000218
http://purl.obolibrary.org/obo/XPO_0126338	http://purl.obolibrary.org/obo/XAO_1000055
http://purl.obolibrary.org/obo/XPO_0126339	http://purl.obolibrary.org/obo/XAO_1000052
http://purl.obolibrary.org/obo/XPO_0126340	http://purl.obolibrary.org/obo/XAO_1000080
