defined_class	anatomical_entity
http://purl.obolibrary.org/obo/XPO_0103321	http://purl.obolibrary.org/obo/XAO_0000125
http://purl.obolibrary.org/obo/XPO_0103322	http://purl.obolibrary.org/obo/XAO_0000092
http://purl.obolibrary.org/obo/XPO_0103323	http://purl.obolibrary.org/obo/XAO_0000010
http://purl.obolibrary.org/obo/XPO_0103324	http://purl.obolibrary.org/obo/XAO_0000099
http://purl.obolibrary.org/obo/XPO_0103325	http://purl.obolibrary.org/obo/XAO_0003180
http://purl.obolibrary.org/obo/XPO_0103326	http://purl.obolibrary.org/obo/XAO_0000033
http://purl.obolibrary.org/obo/XPO_0103327	http://purl.obolibrary.org/obo/XAO_0004359
http://purl.obolibrary.org/obo/XPO_0103328	http://purl.obolibrary.org/obo/XAO_0004360
http://purl.obolibrary.org/obo/XPO_0103329	http://purl.obolibrary.org/obo/XAO_0004361
http://purl.obolibrary.org/obo/XPO_0103330	http://purl.obolibrary.org/obo/XAO_0004362
http://purl.obolibrary.org/obo/XPO_0103331	http://purl.obolibrary.org/obo/XAO_0004219
http://purl.obolibrary.org/obo/XPO_0103332	http://purl.obolibrary.org/obo/XAO_0003059
http://purl.obolibrary.org/obo/XPO_0103333	http://purl.obolibrary.org/obo/XAO_0000072
http://purl.obolibrary.org/obo/XPO_0103334	http://purl.obolibrary.org/obo/XAO_0000236
http://purl.obolibrary.org/obo/XPO_0103335	http://purl.obolibrary.org/obo/XAO_0003229
http://purl.obolibrary.org/obo/XPO_0103336	http://purl.obolibrary.org/obo/XAO_0000179
http://purl.obolibrary.org/obo/XPO_0103337	http://purl.obolibrary.org/obo/XAO_0000227
http://purl.obolibrary.org/obo/XPO_0103338	http://purl.obolibrary.org/obo/XAO_0000002
http://purl.obolibrary.org/obo/XPO_0103339	http://purl.obolibrary.org/obo/XAO_0000232
http://purl.obolibrary.org/obo/XPO_0103340	http://purl.obolibrary.org/obo/XAO_0003030
http://purl.obolibrary.org/obo/XPO_0103341	http://purl.obolibrary.org/obo/XAO_0000011
http://purl.obolibrary.org/obo/XPO_0103342	http://purl.obolibrary.org/obo/XAO_0003024
http://purl.obolibrary.org/obo/XPO_0103343	http://purl.obolibrary.org/obo/XAO_0000064
http://purl.obolibrary.org/obo/XPO_0103344	http://purl.obolibrary.org/obo/XAO_0000015
http://purl.obolibrary.org/obo/XPO_0103345	http://purl.obolibrary.org/obo/XAO_0003031
http://purl.obolibrary.org/obo/XPO_0103346	http://purl.obolibrary.org/obo/XAO_0003066
http://purl.obolibrary.org/obo/XPO_0103347	http://purl.obolibrary.org/obo/XAO_0003177
http://purl.obolibrary.org/obo/XPO_0103348	http://purl.obolibrary.org/obo/XAO_0003269
