defined_class	anatomical_entity
http://purl.obolibrary.org/obo/XPO_0101634	http://purl.obolibrary.org/obo/XAO_0003024
http://purl.obolibrary.org/obo/XPO_0101635	http://purl.obolibrary.org/obo/XAO_0003013
http://purl.obolibrary.org/obo/XPO_0101636	http://purl.obolibrary.org/obo/XAO_0003012
http://purl.obolibrary.org/obo/XPO_0101638	http://purl.obolibrary.org/obo/XAO_0003000
http://purl.obolibrary.org/obo/XPO_0101640	http://purl.obolibrary.org/obo/XAO_0000028
http://purl.obolibrary.org/obo/XPO_0101641	http://purl.obolibrary.org/obo/XAO_0003037
http://purl.obolibrary.org/obo/XPO_0101642	http://purl.obolibrary.org/obo/XAO_0005002
http://purl.obolibrary.org/obo/XPO_0101643	http://purl.obolibrary.org/obo/XAO_0004190
http://purl.obolibrary.org/obo/XPO_0101645	http://purl.obolibrary.org/obo/XAO_0000064
http://purl.obolibrary.org/obo/XPO_0101646	http://purl.obolibrary.org/obo/XAO_0003040
http://purl.obolibrary.org/obo/XPO_0101649	http://purl.obolibrary.org/obo/XAO_0004206
http://purl.obolibrary.org/obo/XPO_0101652	http://purl.obolibrary.org/obo/XAO_0004551
http://purl.obolibrary.org/obo/XPO_0101654	http://purl.obolibrary.org/obo/XAO_0004056
http://purl.obolibrary.org/obo/XPO_0101655	http://purl.obolibrary.org/obo/XAO_0003046
http://purl.obolibrary.org/obo/XPO_0101657	http://purl.obolibrary.org/obo/XAO_0000256
http://purl.obolibrary.org/obo/XPO_0101658	http://purl.obolibrary.org/obo/XAO_0000111
http://purl.obolibrary.org/obo/XPO_0101659	http://purl.obolibrary.org/obo/XAO_0003084
http://purl.obolibrary.org/obo/XPO_0101660	http://purl.obolibrary.org/obo/XAO_0003160
http://purl.obolibrary.org/obo/XPO_0101663	http://purl.obolibrary.org/obo/XAO_0000215
http://purl.obolibrary.org/obo/XPO_0101664	http://purl.obolibrary.org/obo/XAO_0000177
http://purl.obolibrary.org/obo/XPO_0101665	http://purl.obolibrary.org/obo/XAO_0005145
http://purl.obolibrary.org/obo/XPO_0101666	http://purl.obolibrary.org/obo/XAO_0005092
http://purl.obolibrary.org/obo/XPO_0101667	http://purl.obolibrary.org/obo/XAO_0005115
http://purl.obolibrary.org/obo/XPO_0101668	http://purl.obolibrary.org/obo/XAO_0000258
http://purl.obolibrary.org/obo/XPO_0101669	http://purl.obolibrary.org/obo/XAO_0003146
http://purl.obolibrary.org/obo/XPO_0101671	http://purl.obolibrary.org/obo/XAO_0004180
http://purl.obolibrary.org/obo/XPO_0101674	http://purl.obolibrary.org/obo/XAO_0000387
http://purl.obolibrary.org/obo/XPO_0101675	http://purl.obolibrary.org/obo/XAO_0000115
http://purl.obolibrary.org/obo/XPO_0101677	http://purl.obolibrary.org/obo/XAO_0000420
http://purl.obolibrary.org/obo/XPO_0101678	http://purl.obolibrary.org/obo/XAO_0000314
http://purl.obolibrary.org/obo/XPO_0101679	http://purl.obolibrary.org/obo/XAO_0004013
http://purl.obolibrary.org/obo/XPO_0101680	http://purl.obolibrary.org/obo/XAO_0004012
http://purl.obolibrary.org/obo/XPO_0101681	http://purl.obolibrary.org/obo/XAO_0003059
http://purl.obolibrary.org/obo/XPO_0101682	http://purl.obolibrary.org/obo/XAO_0003205
http://purl.obolibrary.org/obo/XPO_0101683	http://purl.obolibrary.org/obo/XAO_0000396
http://purl.obolibrary.org/obo/XPO_0101684	http://purl.obolibrary.org/obo/XAO_0000313
http://purl.obolibrary.org/obo/XPO_0101685	http://purl.obolibrary.org/obo/XAO_0004152
http://purl.obolibrary.org/obo/XPO_0101686	http://purl.obolibrary.org/obo/XAO_0001011
http://purl.obolibrary.org/obo/XPO_0101688	http://purl.obolibrary.org/obo/XAO_0005024
http://purl.obolibrary.org/obo/XPO_0101689	http://purl.obolibrary.org/obo/XAO_0003126
http://purl.obolibrary.org/obo/XPO_0101690	http://purl.obolibrary.org/obo/XAO_0000397
http://purl.obolibrary.org/obo/XPO_0101691	http://purl.obolibrary.org/obo/XAO_0004108
http://purl.obolibrary.org/obo/XPO_0101692	http://purl.obolibrary.org/obo/XAO_0004059
http://purl.obolibrary.org/obo/XPO_0101694	http://purl.obolibrary.org/obo/XAO_0003190
http://purl.obolibrary.org/obo/XPO_0101697	http://purl.obolibrary.org/obo/XAO_0000315
http://purl.obolibrary.org/obo/XPO_0101699	http://purl.obolibrary.org/obo/XAO_0000202
http://purl.obolibrary.org/obo/XPO_0101701	http://purl.obolibrary.org/obo/XAO_0000143
http://purl.obolibrary.org/obo/XPO_0101702	http://purl.obolibrary.org/obo/XAO_0003002
http://purl.obolibrary.org/obo/XPO_0101704	http://purl.obolibrary.org/obo/XAO_0000090
http://purl.obolibrary.org/obo/XPO_0101707	http://purl.obolibrary.org/obo/XAO_0004244
http://purl.obolibrary.org/obo/XPO_0101708	http://purl.obolibrary.org/obo/XAO_0000114
http://purl.obolibrary.org/obo/XPO_0101709	http://purl.obolibrary.org/obo/XAO_0000005
http://purl.obolibrary.org/obo/XPO_0101710	http://purl.obolibrary.org/obo/XAO_0004620
http://purl.obolibrary.org/obo/XPO_0101711	http://purl.obolibrary.org/obo/XAO_0000051
http://purl.obolibrary.org/obo/XPO_0101712	http://purl.obolibrary.org/obo/XAO_0003010
http://purl.obolibrary.org/obo/XPO_0101713	http://purl.obolibrary.org/obo/XAO_0003007
http://purl.obolibrary.org/obo/XPO_0101714	http://purl.obolibrary.org/obo/XAO_0004081
http://purl.obolibrary.org/obo/XPO_0101715	http://purl.obolibrary.org/obo/XAO_0004079
http://purl.obolibrary.org/obo/XPO_0101716	http://purl.obolibrary.org/obo/XAO_0003001
http://purl.obolibrary.org/obo/XPO_0101717	http://purl.obolibrary.org/obo/XAO_0000381
http://purl.obolibrary.org/obo/XPO_0101724	http://purl.obolibrary.org/obo/XAO_0000358
http://purl.obolibrary.org/obo/XPO_0101725	http://purl.obolibrary.org/obo/XAO_0004010
http://purl.obolibrary.org/obo/XPO_0101729	http://purl.obolibrary.org/obo/XAO_0000405
http://purl.obolibrary.org/obo/XPO_0101730	http://purl.obolibrary.org/obo/XAO_0003226
http://purl.obolibrary.org/obo/XPO_0101731	http://purl.obolibrary.org/obo/XAO_0004322
http://purl.obolibrary.org/obo/XPO_0101732	http://purl.obolibrary.org/obo/XAO_0000172
http://purl.obolibrary.org/obo/XPO_0101735	http://purl.obolibrary.org/obo/XAO_0003025
http://purl.obolibrary.org/obo/XPO_0101736	http://purl.obolibrary.org/obo/XAO_0003042
http://purl.obolibrary.org/obo/XPO_0101737	http://purl.obolibrary.org/obo/XAO_0000050
http://purl.obolibrary.org/obo/XPO_0101739	http://purl.obolibrary.org/obo/XAO_0000083
http://purl.obolibrary.org/obo/XPO_0101740	http://purl.obolibrary.org/obo/XAO_0004290
http://purl.obolibrary.org/obo/XPO_0101742	http://purl.obolibrary.org/obo/XAO_0003092
http://purl.obolibrary.org/obo/XPO_0101743	http://purl.obolibrary.org/obo/XAO_0000429
http://purl.obolibrary.org/obo/XPO_0101744	http://purl.obolibrary.org/obo/XAO_0004624
http://purl.obolibrary.org/obo/XPO_0101746	http://purl.obolibrary.org/obo/XAO_0000178
http://purl.obolibrary.org/obo/XPO_0101748	http://purl.obolibrary.org/obo/XAO_0000342
http://purl.obolibrary.org/obo/XPO_0101749	http://purl.obolibrary.org/obo/XAO_0000341
http://purl.obolibrary.org/obo/XPO_0101752	http://purl.obolibrary.org/obo/XAO_0000142
http://purl.obolibrary.org/obo/XPO_0101753	http://purl.obolibrary.org/obo/XAO_0004018
http://purl.obolibrary.org/obo/XPO_0101755	http://purl.obolibrary.org/obo/XAO_0003064
http://purl.obolibrary.org/obo/XPO_0101756	http://purl.obolibrary.org/obo/XAO_0004017
http://purl.obolibrary.org/obo/XPO_0101758	http://purl.obolibrary.org/obo/XAO_0000088
http://purl.obolibrary.org/obo/XPO_0101759	http://purl.obolibrary.org/obo/XAO_0004057
http://purl.obolibrary.org/obo/XPO_0101760	http://purl.obolibrary.org/obo/XAO_0004221
http://purl.obolibrary.org/obo/XPO_0101761	http://purl.obolibrary.org/obo/XAO_0000440
http://purl.obolibrary.org/obo/XPO_0101762	http://purl.obolibrary.org/obo/XAO_0000269
http://purl.obolibrary.org/obo/XPO_0101764	http://purl.obolibrary.org/obo/XAO_0003075
http://purl.obolibrary.org/obo/XPO_0101765	http://purl.obolibrary.org/obo/XAO_0003164
http://purl.obolibrary.org/obo/XPO_0101766	http://purl.obolibrary.org/obo/XAO_0000249
http://purl.obolibrary.org/obo/XPO_0101767	http://purl.obolibrary.org/obo/XAO_0003028
http://purl.obolibrary.org/obo/XPO_0101768	http://purl.obolibrary.org/obo/XAO_0003204
http://purl.obolibrary.org/obo/XPO_0101769	http://purl.obolibrary.org/obo/XAO_0000052
http://purl.obolibrary.org/obo/XPO_0101770	http://purl.obolibrary.org/obo/XAO_0004423
http://purl.obolibrary.org/obo/XPO_0101772	http://purl.obolibrary.org/obo/XAO_0000085
http://purl.obolibrary.org/obo/XPO_0101774	http://purl.obolibrary.org/obo/XAO_0005019
http://purl.obolibrary.org/obo/XPO_0101775	http://purl.obolibrary.org/obo/XAO_0000026
http://purl.obolibrary.org/obo/XPO_0101778	http://purl.obolibrary.org/obo/XAO_0003011
http://purl.obolibrary.org/obo/XPO_0101779	http://purl.obolibrary.org/obo/XAO_0000291
http://purl.obolibrary.org/obo/XPO_0101780	http://purl.obolibrary.org/obo/XAO_0000370
http://purl.obolibrary.org/obo/XPO_0101782	http://purl.obolibrary.org/obo/XAO_0000267
http://purl.obolibrary.org/obo/XPO_0101783	http://purl.obolibrary.org/obo/XAO_0003043
http://purl.obolibrary.org/obo/XPO_0101784	http://purl.obolibrary.org/obo/XAO_0000125
http://purl.obolibrary.org/obo/XPO_0101787	http://purl.obolibrary.org/obo/XAO_0000392
http://purl.obolibrary.org/obo/XPO_0101788	http://purl.obolibrary.org/obo/XAO_0000232
http://purl.obolibrary.org/obo/XPO_0101789	http://purl.obolibrary.org/obo/XAO_0004101
http://purl.obolibrary.org/obo/XPO_0101790	http://purl.obolibrary.org/obo/XAO_0004597
http://purl.obolibrary.org/obo/XPO_0101793	http://purl.obolibrary.org/obo/XAO_0000015
http://purl.obolibrary.org/obo/XPO_0101794	http://purl.obolibrary.org/obo/XAO_0005026
http://purl.obolibrary.org/obo/XPO_0101795	http://purl.obolibrary.org/obo/XAO_0004542
http://purl.obolibrary.org/obo/XPO_0101796	http://purl.obolibrary.org/obo/XAO_0004609
http://purl.obolibrary.org/obo/XPO_0101797	http://purl.obolibrary.org/obo/XAO_0004563
http://purl.obolibrary.org/obo/XPO_0101798	http://purl.obolibrary.org/obo/XAO_0000058
http://purl.obolibrary.org/obo/XPO_0101799	http://purl.obolibrary.org/obo/XAO_0003047
http://purl.obolibrary.org/obo/XPO_0101800	http://purl.obolibrary.org/obo/XAO_0000001
http://purl.obolibrary.org/obo/XPO_0101801	http://purl.obolibrary.org/obo/XAO_0000010
http://purl.obolibrary.org/obo/XPO_0101802	http://purl.obolibrary.org/obo/XAO_0000307
http://purl.obolibrary.org/obo/XPO_0101803	http://purl.obolibrary.org/obo/XAO_0005032
http://purl.obolibrary.org/obo/XPO_0101804	http://purl.obolibrary.org/obo/XAO_0003054
http://purl.obolibrary.org/obo/XPO_0101805	http://purl.obolibrary.org/obo/XAO_0004578
