id	iri
http://purl.obolibrary.org/obo/XAO_1000046-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100000
http://purl.obolibrary.org/obo/XAO_1000094-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100001
http://purl.obolibrary.org/obo/XAO_0003024-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100002
http://purl.obolibrary.org/obo/XAO_0003013-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100003
http://purl.obolibrary.org/obo/XAO_0003012-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100004
http://purl.obolibrary.org/obo/XAO_1000017-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100005
http://purl.obolibrary.org/obo/XAO_0003000-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100006
http://purl.obolibrary.org/obo/XAO_0000437-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100007
http://purl.obolibrary.org/obo/XAO_0000028-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100008
http://purl.obolibrary.org/obo/XAO_0003037-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100009
http://purl.obolibrary.org/obo/XAO_0005002-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100010
http://purl.obolibrary.org/obo/XAO_0004190-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100011
http://purl.obolibrary.org/obo/XAO_1000053-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100012
http://purl.obolibrary.org/obo/XAO_0000064-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100013
http://purl.obolibrary.org/obo/XAO_0003040-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100014
http://purl.obolibrary.org/obo/XAO_1000020-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100015
http://purl.obolibrary.org/obo/XAO_1000078-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100016
http://purl.obolibrary.org/obo/XAO_0004206-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100017
http://purl.obolibrary.org/obo/XAO_1000025-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100018
http://purl.obolibrary.org/obo/XAO_1000000-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100019
http://purl.obolibrary.org/obo/XAO_0004551-abnormalAnatomicalEntity.tsv	http://purl.obolibrary.org/obo/XPO_0100020
