defined_class	defined_class_label	chemical_entity	chemical_entity_label	location	location_label
http://purl.obolibrary.org/obo/XPO_0142780		http://purl.obolibrary.org/obo/CHEBI_60311	thyroid hormone	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142781		http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142782		http://purl.obolibrary.org/obo/CHEBI_30660	thyroxine	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142783		http://purl.obolibrary.org/obo/CHEBI_15367	all-trans-retinoic acid	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142784		http://purl.obolibrary.org/obo/CHEBI_81351	Activin A	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142785		http://purl.obolibrary.org/obo/CHEBI_81586	Activin AB	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142786		http://purl.obolibrary.org/obo/CHEBI_81587	Activin B	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142787		http://purl.obolibrary.org/obo/CHEBI_48433	angiotensin	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142788		http://purl.obolibrary.org/obo/CHEBI_48432	angiotensin II	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142789		http://purl.obolibrary.org/obo/CHEBI_2495	adrenosterone	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142790		http://purl.obolibrary.org/obo/CHEBI_81572	Adiponectin	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142791		http://purl.obolibrary.org/obo/CHEBI_28689	dehydroepiandrosterone	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142792		http://purl.obolibrary.org/obo/CHEBI_80298	Gonadotropin-releasing hormone II	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142793		http://purl.obolibrary.org/obo/CHEBI_18295	histamine	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142794		http://purl.obolibrary.org/obo/CHEBI_17347	testosterone	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142795		http://purl.obolibrary.org/obo/CHEBI_50114	estrogen	XAO:0000124	blood
http://purl.obolibrary.org/obo/XPO_0142796		http://purl.obolibrary.org/obo/CHEBI_60311	thyroid hormone	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142797		http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142798		http://purl.obolibrary.org/obo/CHEBI_30660	thyroxine	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142799		http://purl.obolibrary.org/obo/CHEBI_15367	all-trans-retinoic acid	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142800		http://purl.obolibrary.org/obo/CHEBI_81351	Activin A	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142801		http://purl.obolibrary.org/obo/CHEBI_81586	Activin AB	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142802		http://purl.obolibrary.org/obo/CHEBI_81587	Activin B	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142803		http://purl.obolibrary.org/obo/CHEBI_48433	angiotensin	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142804		http://purl.obolibrary.org/obo/CHEBI_48432	angiotensin II	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142805		http://purl.obolibrary.org/obo/CHEBI_2495	adrenosterone	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142806		http://purl.obolibrary.org/obo/CHEBI_81572	Adiponectin	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142807		http://purl.obolibrary.org/obo/CHEBI_28689	dehydroepiandrosterone	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142808		http://purl.obolibrary.org/obo/CHEBI_80298	Gonadotropin-releasing hormone II	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142809		http://purl.obolibrary.org/obo/CHEBI_18295	histamine	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142810		http://purl.obolibrary.org/obo/CHEBI_17347	testosterone	XAO:0003040	tissue
http://purl.obolibrary.org/obo/XPO_0142811		http://purl.obolibrary.org/obo/CHEBI_50114	estrogen	XAO:0003040	tissue
