defined_class	defined_class_label	entity	entity_label
		XAO:0005274	left hindlimb
		XAO:0005275	right hindlimb
		XAO:0005272	left forelimb
		XAO:0005273	right forelimb
		XAO:0003030	forelimb
		XAO:0003031	hindlimb
		XAO:0004239	hindlimb digit 1
		XAO:0004412	hindlimb digit 2
		XAO:0004413	hindlimb digit 3
		XAO:0004414	hindlimb digit 4
		XAO:0004415	hindlimb digit 5
		XAO:0004478	forelimb digit 2
		XAO:0004479	forelimb digit 3
		XAO:0004480	forelimb digit 4
		XAO:0004481	forelimb digit 5
		XAO:0005202	anterior-posterior axis
