defined_class	defined_class_label	chemical_entity	chemical_entity_label	location	location_label
		http://purl.obolibrary.org/obo/CHEBI_60311	thyroid hormone	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_30660	thyroxine	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_15367	all-trans-retinoic acid	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_81351	Activin A	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_81586	Activin AB	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_81587	Activin B	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_48433	angiotensin	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_48432	angiotensin II	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_2495	adrenosterone	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_81572	Adiponectin	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_28689	dehydroepiandrosterone	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_80298	Gonadotropin-releasing hormone II	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_18295	histamine	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_17347	testosterone	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_17347	estrogen	XAO:0000124	blood
		http://purl.obolibrary.org/obo/CHEBI_60311	thyroid hormone	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_30660	thyroxine	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_15367	all-trans-retinoic acid	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_81351	Activin A	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_81586	Activin AB	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_81587	Activin B	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_48433	angiotensin	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_48432	angiotensin II	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_2495	adrenosterone	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_81572	Adiponectin	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_28689	dehydroepiandrosterone	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_80298	Gonadotropin-releasing hormone II	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_18295	histamine	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_17347	testosterone	XAO:0003040	tissue
		http://purl.obolibrary.org/obo/CHEBI_17347	estrogen	XAO:0003040	tissue
